date,text,compound,positive,negative,neutral
2022-02-17,"Even in cyberspace, the Department of Justice is able to use a tried and true investigative technique, following the money, Ms. Monaco said. Its what led us to Al Capone in the 30s. It helped us dest… [+1176 chars]",0.7351,0.147,0.0,0.853
2022-03-17,"When Russia invaded Ukraine, Niki Proshin was already a year into making a living as a vlogger — he had a YouTube channel, a TikTok channel, and an Instagram. He also ran an online Russian club for a… [+5883 chars]",0.0,0.0,0.0,1.0
2022-03-12,"""Bitcoin was seen by many of its libertarian-leaning fans as a kind of doomsday insurance,"" argues a columnist in the New York Times, ""a form of 'digital gold' that would be a source of stability as … [+3914 chars]",-0.7713,0.0,0.169,0.831
2022-02-22,"Feb 22 (Reuters) - Bitcoin miners are feeling the heat - and the pain's rippling downstream to pressure prices.
The cryptocurrency's spectacular rally in 2021 drew thousands of entrants into mining,… [+4196 chars]",-0.1779,0.046,0.067,0.887
2022-03-01,"March 1 (Reuters) - Bitcoin has leapt since Russia's invasion of Ukraine, bolstered by people in those countries looking to store and move money in anonymous and decentralised crypto.
Bitcoin tradin… [+3955 chars]",0.0,0.0,0.0,1.0
2022-03-08,"Whose side is cryptocurrency on? If you had asked Satoshi Nakamoto, the pseudonymous person (or persons) who created the Bitcoin platform in 2008, he/they likely would have rejected the question. The… [+3643 chars]",-0.3182,0.055,0.091,0.854
2022-03-05,"Getty
Welcome to Nonfungible Tidbits. Our focus this week: Russia's war in Ukraine. 
In addition to uprooting the lives of Ukrainians and throwing the international order into chaos, the Russian in… [+3275 chars]",-0.6808,0.074,0.187,0.739
2022-02-19,"An appeals court decided shilling for an unregistered security on YouTube is the same thing as doing it in a letter.
Illustration by Alex Castro / The Verge
The story of BitConnect doesnt include a… [+3046 chars]",0.34,0.066,0.0,0.934
2022-02-28,"Nurphoto/Getty
As Russia launched an invasion into his home country last Thursday, Ukranian photographer Vitaliy Raskalov found himself a world away in Mexico City. When I spoke with him over Telegr… [+7815 chars]",0.128,0.048,0.0,0.952
2022-03-04,"LONDON, March 4 (Reuters) - Cryptocurrencies have been close to the headlines since Russia invaded Ukraine, with the ever-volatile bitcoin in demand in Russia and beyond.
Here are some charts that l… [+3634 chars]",-0.128,0.0,0.046,0.954
2022-03-15,"March 15 (Reuters) - Bitcoin loves flirting with the mainstream. But now, as the U.S. president says he wants to get serious, it may be getting cold crypto feet.
When Joe Biden ordered officials to … [+4501 chars]",0.3182,0.098,0.038,0.864
2022-02-24,"Feb 24 - Welcome to the home for real-time coverage of markets brought to you by Reuters reporters. You can share your thoughts with us at markets.research@thomsonreuters.com
BITCOIN, NOT EXACTLY A … [+6882 chars]",0.6369,0.152,0.0,0.848
2022-03-10,"<ul><li>
Summary</li><li>
Law firms</li><li>
Related documents</li></ul>
The company and law firm names shown above are generated automatically based on the text of the article. We are improving … [+2414 chars]",0.4215,0.091,0.0,0.909
2022-03-01,"The Ukrainian government asking for donations in bitcoin shows the utility of the cryptocurrency and is a positive sign for the market, veteran strategist Tom Lee has said.
Ukraine government accoun… [+1750 chars]",0.5574,0.104,0.0,0.896
2022-02-18,"Don't expect bitcoin to double or triple in price anytime soon, going by ""Shark Tank"" investor Kevin O'Leary's prediction.
""If you want to talk about bitcoin going to $100,000, $200,000, $300,000, i… [+2200 chars]",0.0772,0.038,0.0,0.962
2022-03-01,"Bitcoin rallied to a two-week high on Tuesday in spite of the turmoil on the broader markets, thanks to a surge in buying by Russians and Ukrainians who may be seeking refuge in cryptocurrencies as t… [+2894 chars]",-0.4588,0.069,0.141,0.789
2022-02-20,"SAN SALVADOR, Feb 20 (Reuters) - El Salvador President Nayib Bukele on Sunday said he will send Congress a proposal to grant citizenship to foreigners who invest in the Central American country as we… [+1144 chars]",0.3612,0.07,0.0,0.93
2022-03-11,"SAN SALVADOR, March 11 (Reuters) - El Salvador is looking for the right timing to launch its bitcoin-backed bond, which could happen between March 15 and 20, the Central American nation's finance min… [+533 chars]",0.0,0.0,0.0,1.0
2022-03-02,"SEC officials do not know the whereabouts of Satish Kumbhani, the founder of crypto trading platform BitConnect, who was charged
 last week with defrauding investors of $2.4 billion in a Ponzi schem… [+2634 chars]",-0.2023,0.0,0.053,0.947
2022-02-26,"Illustration by James Bareham / The Verge

 


 More than $15 million has been donated so far More than $15 million in cryptocurrency has been donated to Ukrainian groups since Russia attacked the c… [+7442 chars]",-0.4588,0.0,0.083,0.917
2022-03-16,"Motherboard found old footage from one of the first major Bitcoin conferences: Bitcoin 2013 in San Jose.
2013 is old.
That's only 9 years - not even a full bubble-bust cycle.
I remember Bitcoin wh… [+424 chars]",0.0,0.0,0.0,1.0
2022-03-10,"One of the biggest criticisms of cryptocurrency at large (particularly the ever-popular Bitcoin) is that theres no market regulation, which creates an extremely volatile market.
Ting Shen/Bloomberg … [+2184 chars]",-0.25,0.065,0.127,0.807
2022-02-18,"Environmentalists in Montana called it the death watch. Following years of financial losses one of the handful of remaining coal-fired power plants in the state appeared doomed, its likely fate offer… [+8060 chars]",-0.8957,0.0,0.265,0.735
